energiesP,transmissionBRP,transmissionTLP,transmissionTRP, dos_DP
1.171171171171170755e+00,8.018364304331595527e-01,1.977289033944321650e-01,2.169797729394825031e-04,4.912516150517869384e+00
1.191191191191190768e+00,8.032937207882048236e-01,1.962760190286359230e-01,2.134988135085441195e-04,4.923777792269512510e+00
1.211211211211210781e+00,8.051125825346654441e-01,1.944614478877610408e-01,2.101232616130134187e-04,4.935395592216781147e+00
1.231231231231230794e+00,8.072832588011222832e-01,1.922949588140822341e-01,2.068352035740524120e-04,4.947364066651123160e+00
1.251251251251250807e+00,8.097951763771441547e-01,1.897871361792903278e-01,2.036171902180205465e-04,4.959691259327485113e+00
1.271271271271270820e+00,8.126369369912482821e-01,1.869493885267609068e-01,2.004522700183859036e-04,4.972399692691946704e+00
1.291291291291290833e+00,8.157963095424181077e-01,1.837939562401107452e-01,1.973240440234380762e-04,4.985527586669522115e+00
1.311311311311310845e+00,8.192602257695646983e-01,1.803339157482390098e-01,1.942167457131960934e-04,4.999130518693538860e+00
1.331331331331330858e+00,8.230147823537086182e-01,1.765831772633349173e-01,1.911153503184826125e-04,5.013283790168268972e+00
1.351351351351350871e+00,8.270452532499046328e-01,1.725564722408583496e-01,1.880057204492897307e-04,5.028085907945558652e+00
1.371371371371370884e+00,8.313361173639939317e-01,1.682693254236683200e-01,1.848747988950744624e-04,5.043663822344014669e+00
1.391391391391390897e+00,8.358711089540400430e-01,1.637380040529101133e-01,1.817108666575645271e-04,5.060180955895273058e+00
1.411411411411410910e+00,8.406333022066073690e-01,1.589794327321491230e-01,1.785038976880865393e-04,5.077849744702803925e+00
1.431431431431430923e+00,8.456052491043556385e-01,1.540110547176617994e-01,1.752460679065200836e-04,5.096951669229914827e+00
1.451451451451450936e+00,8.507692048995655343e-01,1.488506051191086366e-01,1.719325297117705069e-04,5.117870148063783375e+00
1.471471471471470949e+00,8.561075074488890824e-01,1.435157293690438873e-01,1.685626808989648456e-04,5.141146490124606672e+00
1.491491491491490962e+00,8.616032485923779127e-01,1.380233079837992483e-01,1.651424372419175979e-04,5.167579411958993063e+00
1.511511511511510975e+00,8.672415519810313667e-01,1.323881714248428543e-01,1.616887573450782260e-04,5.198412348935778304e+00
1.531531531531530987e+00,8.730122518098060169e-01,1.266204060842431312e-01,1.582398875859842712e-04,5.235712494580056386e+00
1.551551551551551000e+00,8.789162688950120650e-01,1.207189415432263352e-01,1.548826847800757549e-04,5.283213854952736099e+00
1.571571571571571013e+00,8.849836660232431873e-01,1.146533871785275077e-01,1.518437950704031535e-04,5.348447852524565782e+00
1.591591591591591026e+00,8.913399902039664813e-01,1.082972444372104354e-01,1.499177541444875346e-04,5.449208087570636572e+00
1.611611611611611039e+00,8.985967247321489104e-01,1.010338820550729377e-01,1.542753718350250059e-04,5.639735838203874252e+00
1.631631631631631052e+00,9.209842152022749140e-01,7.760733865804875231e-02,9.036220590958312857e-04,6.196521238817199517e+00
